web-scraper-order,web-scraper-start-url,issue,issue-href,article,article-href,title,author,abstract,keywords,publisher,issue_date
"1551290474-1705","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/21/1","2013 Awards for Excellence","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-02-2014-001","2013 Awards for Excellence","null","null","(2014)  ""2013 Awards for Excellence"", Journal of Small Business and Enterprise Development, Vol. 21 Issue: 1, https://doi.org/10.1108/JSBED-02-2014-001","null","Published: 2014, Start page: 4"
"1551278691-1291","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/12/4","Entrepreneurship education in UK business schools:: Conceptual, contextual and policy considerations","https://www.emeraldinsight.com/doi/full/10.1108/14626000510628270","Entrepreneurship education in UK business schools:: Conceptual, contextual and policy considerations","Harry Matlay  (Business School, University of Central England, Birmingham, UK)","null","Entrepreneurialism, Education, Graduates, Business schools, United Kingdom","Emerald Group Publishing Limited","Published: 2005, Start page: 464"
"1551293598-1753","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/22/1","The composition of employment in new innovative firms","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-09-2011-0006","The composition of employment in new innovative firms","Arndt Lautenschläger   (Department of Business Administration, University of Applied Sciences Jena, Jena, Germany)","Financial support by the Thuringian Ministry of Education (Thüringer Kultusministerium) and the Hans-Böckler-Stiftung within the research project “Success and Failure of Innovative Start-ups: A Process-oriented Analysis of Economic and Psychological Determinants” is gratefully acknowledged.","Human capital, Entrepreneurship, Employment growth, Innovative business start-ups, Job creation, Technology-based firms","Financial support by the Thuringian Ministry of Education (Thüringer Kultusministerium) and the Hans-Böckler-Stiftung within the research project “Success and Failure of Innovative Start-ups: A Process-oriented Analysis of Economic and Psychological Determinants” is gratefully acknowledged.","Published: 2015, Start page: 4"
"1551276426-986","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/2/2","BUILDING THEORY FROM CASE STUDIES","https://www.emeraldinsight.com/doi/pdfplus/10.1108/eb020950","BUILDING THEORY FROM CASE STUDIES","John Gill  (Sheffield Business School, Sheffield, UK)","INTRODUCTION This paper examines some of the issues which arise from management research which develops theory from case studies. It first raises some fundamental questions which arise when case material is used in management research. For example, confusion surrounds the distinctions between qualitative data, inductive logic and case study research. Further, the processes of building theory from case studies lacks clarity. To help clear up some of these matters several research programmes are described in which the author has been personally involved and which developed theory from case studies. These case studies are used as illustrations of the multiple ways that case material might be used. Although every researcher has his/her preferred approach, it is concluded that case studies may be built up in a number of ways from, on the one hand, deep single case studies to multiple case studies using comparative logic, on the other. Between these two extremes are a number of hybrid methods which use both approaches.","General review","John Gill,  (1995)  ""BUILDING THEORY FROM CASE STUDIES"", Journal of Small Business and Enterprise Development, Vol. 2 Issue: 2, pp.71-75, https://doi.org/10.1108/eb020950","Published: 1995, Start page: 71"
"1551278228-1133","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/9/1","Innovation, entrepreneurship and competitive advantage in the entrepreneurial venture","https://www.emeraldinsight.com/doi/full/10.1108/14626000210419464","Innovation, entrepreneurship and competitive advantage in the entrepreneurial venture","Graham Beaver  (Graham Beaver is Professor of Corporate Strategy and Business Development at the Nottingham Business School, Nottingham, UK.)","This paper takes a critical examination of the process and management of innovation and the attainment of competitive advantage in the emerging enterprise. The ingredients for the successful management of innovation are explored using two case illustrations of companies that have attained profitable and sustainable business development against the odds in the pharmaceutical and fibre‐optics industries.","Innovation, Competitive advantage, Strategy,  Business development","MCB UP Ltd","Published: 2002, Start page: 7"
"1551278921-1372","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/14/2","Vocational training: trust, talk and knowledge transfer in small businesses","https://www.emeraldinsight.com/doi/full/10.1108/14626000710746709","Vocational training: trust, talk and knowledge transfer in small businesses","Allan Butler  (Centre for Rural Policy Research, University of Exeter, Exeter, UK)","null","Knowledge transfer, Vocational training, Social networks, Trust, Small enterprises, United Kingdom","Emerald Group Publishing Limited","Published: 2007, Start page: 168"
"1551277993-1068","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/6/3","Employment creation and small firms: reflections on Lone Henriksen’s keynote address","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006680","Employment creation and small firms: reflections on Lone Henriksen’s keynote address","Lew Perren  (University of Brighton, Brighton Business School, Mithras House, Lewes Road, Brighton)","This paper reflects upon issues raised in Lone Henriksen’s keynote address at the Ninth Annual Small Business and Enterprise Development Conference (the text of which is included at the beginning of this issue of the journal). Her address provides thought‐provoking insights into the European Commission’s agenda for small firms and job creation. It is encouraging to find agreement between policy makers and academics that SMEs have an important role in generating new jobs and that a European policy is needed to provide coordination between member states while encouraging devolved responsibility through local tailored initiatives. The challenge that practitioners, policy makers and academics now face is finding the best way to help SMEs and the unemployed. Lone Henriksen’s address and the current literature provide a helpful springboard to reflect upon this challenge and to give some suggestions.","Small‐ to medium‐sized enterprises, European Commission, Employment","MCB UP Ltd","Published: 1999, Start page: 215"
"1551286688-1647","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/19/4","Web 2.0 and micro‐businesses: an exploratory investigation","https://www.emeraldinsight.com/doi/full/10.1108/14626001211277479","Web 2.0 and micro‐businesses: an exploratory investigation","David Barnes  (Westminster Business School, University of Westminster, London, UK)","The authors are grateful for support received from WestFocus (a consortium of universities based in south west London and the Thames Valley, initially established as part of a UK government‐funded knowledge exchange project). The authors would also like to express their thanks to the case study companies, for their co‐operation during this research, especially those which granted permission to reveal their identities in the paper.","Purpose – The paper aims to report on an exploratory study into how small businesses use Web 2.0 information and communication technologies (ICT) to work collaboratively with other small businesses. The study had two aims: to investigate the benefits available from the use of Web 2.0 in small business collaborations, and to characterize the different types of such online collaborations.
Design/methodology/approach – The research uses a qualitative case study methodology based on semi‐structured interviews with the owner‐managers of 12 UK‐based small companies in the business services sector who are early adopters of Web 2.0 technologies.
Findings – Benefits from the use of Web 2.0 are categorized as lifestyle benefits, internal operational efficiency, enhanced capability, external communications and enhanced service offerings. A 2×2 framework is developed to categorize small business collaborations using the dimensions of the basis for inter‐organizational collaboration (control vs cooperation) and the level of Web 2.0 ICT use (simple vs sophisticated).
Research limitations/implications – A small number of firms of similar size, sector and location were studied, which limits generalizability. Nonetheless, the results offer a pointer to the likely future use of Web 2.0 tools by other small businesses.
Practical implications – The research provides evidence of the attraction and potential of Web 2.0 for collaborations between small businesses.
Originality/value – The paper is one of the first to report on use of Web 2.0 ICT in collaborative working between small businesses. It will be of interest to those seeking a better understanding of the potential of Web 2.0 in the small business community.","Case study","Published: 2012, Start page: 575"
"1551278237-1136","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/9/2","Entrepreneurship and small business research – a European perspective","https://www.emeraldinsight.com/doi/full/10.1108/14626000210427348","Entrepreneurship and small business research – a European perspective","Robert D. Hisrich  (Robert D. Hisrich is Mixon Chair and Professor, Weatherhead School of Management, Case Western Reserve University, Cleveland, Ohio, USA.)","The authors would like to thank: Ms Viljenka Godina from the Economic Institute in Maribor for providing Proceedings of The European Small Business Seminars; JSBED reviewers for their helpful comments on a previous version of this manuscript; and the Mixon Callaghan Fund for financial support of this research effort.","Interest in the field of entrepreneurship has significantly increased among academics, practitioners and government officials in the past decade both in the USA and in Europe. The increased interest is reflected in the increased number of courses, majors and minors at colleges and universities throughout the world; the increased number of endowed chairs; the increased number of journals in the field; the increased coverage of the field by the media; and the increased interest in the provision of government support. In light of this significant increased interest, it is important to understand the state of research in the field in Europe in the last few years, the focus of this article.","Literature review","Published: 2002, Start page: 100"
"1551277810-1014","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/4/2","ASSESSING ENTERPRISING ATTRIBUTES — THE USEFULNESS OF CAIRD'S GENERAL ENTERPRISING TENDENCY (GET) TEST","https://www.emeraldinsight.com/doi/pdfplus/10.1108/eb020981","ASSESSING ENTERPRISING ATTRIBUTES — THE USEFULNESS OF CAIRD'S GENERAL ENTERPRISING TENDENCY (GET) TEST","Stanley Cromie  (University of Ulster, UK Correspondence to: Stanley Cromie, Ulster Business School, University of Ulster at Jordanstown, Newtownabbey, Co. Antrim, N. Ireland, BT37 0QB)","Enterprise and the enterprise culture are regularly referred to in everyday conversation but the term enterprise has a variety of meanings. In its broadest sense enterprise refers to a set of attributes, skills and behaviours which may be demonstrated by an individual. In its narrowest sense it is used synonymously with small business founding and management. In general, enterprising people take bold steps in setting up and managing projects and they require certain knowledge, skills and personal qualities if they are to be considered competent in this context.","General review","Stanley Cromie, Ian Callaghan,  (1997)  ""ASSESSING ENTERPRISING ATTRIBUTES — THE USEFULNESS OF CAIRD'S GENERAL ENTERPRISING TENDENCY (GET) TEST"", Journal of Small Business and Enterprise Development, Vol. 4 Issue: 2, pp.65-71, https://doi.org/10.1108/eb020981","Published: 1997, Start page: 55"
"1551279079-1422","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/15/2","Entrepreneur's profile: a taxonomy of attribu tes and motivations of university students","https://www.emeraldinsight.com/doi/full/10.1108/14626000810871763","Entrepreneur's profile: a taxonomy of attribu tes and motivations of university students","Mário Raposo  (Department of Business and Economics, University of Beira Interior, Covilhã, Portugal)","This study was developed within the International Research Project OBSEREGIO, with the financial support of the European Program INTERREG III‐A.","Purpose – This paper aims to identify the profile of the potential entrepreneur student in what concerns the personal attributes and motivations for start‐ups' creation.
Design/methodology/approach – A review of literature related to the entrepreneur profile is made in order to justify the importance of the theme. Through some studies it was possible to identify a diversity of works and authors that present some aspects which contribute to the characterisation of entrepreneur individuals. The present research uses primary data obtained by means of a questionnaire, involving a sample of students, which were currently engaged in a graduation course at the University of Beira Interior. The questionnaire was administrated by interviews conducted in the classrooms of the University's faculties. The collected data were submitted to a multivariate statistical analysis.
Findings – Research findings include the existence of a typology of two distinct groups of students, respectively designated by “The accommodated independents” and “The confidents”, according to the most outstanding characteristics related with several attributes and motivations presented by each of them.
Practical implications – The identification of the entrepreneurs' characteristics and the knowledge of the potential business creator students' profile may be important for the development of an adequate educational programme directed to the entrepreneurship education and start‐up processes.
Originality/value – The paper identifies some important characteristics that are common in entrepreneurs. The findings could be used both to promote entrepreneurship in our education systems and to identify the best practices.","Research paper","Published: 2008, Start page: 239"
"1551278335-1169","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/10/2","Small Business. Critical Perspectives on Business and Management","https://www.emeraldinsight.com/doi/full/10.1108/jsbed.2003.10.2.210.1","Small Business. Critical Perspectives on Business and Management","Dr Harry Matlay  (UCE Business School, Birmingham, UK)","null","Small Business. Critical Perspectives on Business and Management D.J. Storey","London and New York, NY","Published: 2003, Start page: 128"
"1551294379-1765","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/22/2","The Human Sigma approach to business improvement in tourism SMEs","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-07-2012-0085","The Human Sigma approach to business improvement in tourism SMEs","Carley Sutton   (School of Sport, Tourism and The Outdoors, University of Central Lancashire ,  Preston, UK)","null","Six Sigma, SMEs, Tourism, Service quality, Business improvement, Human Sigma","Carley Sutton,  (2015)  ""The Human Sigma approach to business improvement in tourism SMEs"", Journal of Small Business and Enterprise Development, Vol. 22 Issue: 2, pp.302-319, https://doi.org/10.1108/JSBED-07-2012-0085","Published: 2015, Start page: 196"
"1551278396-1190","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/10/3","Inter‐organisational ICT systems: the way to innovative practice for SMEs?","https://www.emeraldinsight.com/doi/full/10.1108/14626000310489754","Inter‐organisational ICT systems: the way to innovative practice for SMEs?","Martin Hughes  (Lecturer at the Centre for Innovation & Structural Change, National University of Ireland, Galway, Ireland.)","This paper investigates the reasons underpinning the diverging adoption rates of different types of inter‐organisational systems (IOS) amongst small‐ to medium‐sized enterprises (SMEs). It explores the evolution of IOS from traditional proprietary and closed systems to Internet‐based open, flexible systems. It illustrates, through the study of 25 SMEs, that the emergence of new Internet‐based IOS provides SMEs with a rich set of technologies that may fundamentally change the technological perspective of SMEs from reluctant, reactive, slow implementers of technology to enthusiastic, proactive, rapid innovators of technology. The paper suggests that positive experiences by SMEs of Web‐based electronic commerce and the continued desire of larger firms to achieve full compliance with their IOS will dramatically increase the adoption rate of Web‐enabled IOS.","Information systems, Electronic commerce, Small‐ to  medium‐sized enterprises","MCB UP Ltd","Published: 2003, Start page: 233"
"1551281401-1566","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/18/1","Sustainable SMEs network utilization: the case of food enterprises","https://www.emeraldinsight.com/doi/full/10.1108/14626001111106479","Sustainable SMEs network utilization: the case of food enterprises","Päivi Jämsä  (University of Oulu, Oulu, Finland)","null","Small to medium‐sized enterprises, Sustainable development, Finland","Emerald Group Publishing Limited","Published: 2011, Start page: 8"
"1551278479-1218","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/11/2","Competitive Advantage in SMEs: Organising for Innovation and Change","https://www.emeraldinsight.com/doi/full/10.1108/14626000410537209","Competitive Advantage in SMEs: Organising for Innovation and Change","M. Simpson  (University of Sheffield, UK)","null","Competitive Advantage in SMEs: Organising for Innovation and Change Oswald Jones and Fiona Tilley (Eds)","Chichester, UK","Published: 2004, Start page: 159"
"1551278626-1270","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/12/1","Rethinking entrepreneurship methodology and definitions of the entrepreneur","https://www.emeraldinsight.com/doi/full/10.1108/14626000510579626","Rethinking entrepreneurship methodology and definitions of the entrepreneur","Carole Howorth  (Lancaster University Management School, Lancaster, UK)","Purpose – The paper aims to highlight the potential of paradigm interplay for providing greater insight into entrepreneurship research, in this case definitions of the entrepreneur. Design/methodology/approach – Literature from entrepreneurship, organisation studies and strategy highlights the potential of multiple paradigm research. We demonstrate how to conduct such a study through paradigm interplay by applying four contrasting research perspectives to four case studies of habitual entrepreneurs. Findings – The practical challenges of conducting multiple paradigm research are illustrated. A number of consistent themes across all four paradigms provide some insight into the reasons why it is difficult to agree on a single definition of the entrepreneur. Insights into the value and operationalisation of multiple paradigm research in the field of entrepreneurship are provided. Research limitations/implications – An exhaustive review of definitions of the entrepreneur is not provided. This is a study into how multiple paradigm research can be used to enrich understanding. Advice for the conduct of studies employing paradigm interplay is presented. Practical implications – The same individuals or firms can be included or excluded depending on the definition employed. This can lead to confusion particularly in establishing eligibility and applicability of specific policy measures. Full awareness of underlying assumptions is required. Originality/value – Paradigm interplay is a new approach for entrepreneurship research","Entrepreneurialism, Research methods","Emerald Group Publishing Limited","Published: 2005, Start page: 9"
"1551293057-1745","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/21/4","High growth trajectories in small and medium sized enterprises: a comparative study","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-09-2014-0151","High growth trajectories in small and medium sized enterprises: a comparative study","Cécile Chanut-Guieu   (IUT Aix-Marseille and LEST UMR 7317, Aix Marseille Université and CNRS, Aix en Provence, France)","This work was supported by the French National Research Agency (ANR). Program “Enterprises and economic structures. Risks, transformations and constants” 2007-2010. The authors would like to thank the anonymous reviewers for their helpful comments. The authors also like to thank the participants of the 2010 RENT Conference in Maastricht for their helpful feedback on an earlier version of this paper.","Entrepreneurs, Growth, France, SME, Strategic management","This work was supported by the French National Research Agency (ANR). Program “Enterprises and economic structures. Risks, transformations and constants” 2007-2010. The authors would like to thank the anonymous reviewers for their helpful comments. The authors also like to thank the participants of the 2010 RENT Conference in Maastricht for their helpful feedback on an earlier version of this paper.","Published: 2014, Start page: 548"
"1551285847-1634","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/19/3","Developing a behaviour‐centred model of entrepreneurial learning","https://www.emeraldinsight.com/doi/full/10.1108/14626001211250289","Developing a behaviour‐centred model of entrepreneurial learning","Thomas Wing Yan Man  (Nottingham University Business School China, University of Nottingham Ningbo China, Ningbo, China)","The author would like to acknowledge the support of an Internal Research Grant of the Hong Kong Institute of Education for successful completion of this research.","Purpose – The main purpose of this study is to develop an empirically grounded model of entrepreneurial learning that focuses on learning behaviours.
Design/methodology/approach – Based on the competency approach of understanding entrepreneurial learning, a qualitative study was conducted on a sample of 12 successful entrepreneurs. The data were collected using semi‐structured interviews based on the critical incident approach. A two‐stage approach was adopted in the data analysis.
Findings – Six patterns of entrepreneurial learning behaviours emerged from the analysis, and they were exerted in three transformative processes, namely accumulating experience through carrying out entrepreneurial tasks, consolidating learning outcomes from experience, and applying or transferring one's own and others' learning outcomes when carrying out the tasks. Also, the processes were under the influence of the learning contexts and the learning behaviours were reinforced throughout the process. Based on the analysis, a model of entrepreneurial learning centred upon the learning behaviours was constructed empirically.
Research limitations/implications – Entrepreneurial learning can be seen as an open, generative, iterative and self‐reinforcing process. Further investigation can be conducted on the intensity of entrepreneurial learning, its effectiveness, and its relationships with entrepreneurs' tasks, experience, learning outcomes, and learning contexts.
Practical implications – Education and training for entrepreneurs should be situated within the actual workplace or simulated contexts that provide them with opportunities to apply what they have learned while taking action, to accumulate their first‐hand experience and to reflect upon experience.
Originality/value – Entrepreneurial learning is considered and examined as an observable and measurable construct with a focus on the learning behaviours exhibited by entrepreneurs.","Research paper","Published: 2012, Start page: 380"
"1551287229-1655","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/20/1","Editorial","https://www.emeraldinsight.com/doi/full/10.1108/jsbed.2013.27120aaa.001","Editorial","Dr Harry Matlay,","null","Emerald Group Publishing Limited","null","Published: 2013, Start page: 8"
"1551278485-1220","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/11/2","Networks in small manufacturing firms","https://www.emeraldinsight.com/doi/full/10.1108/14626000410537182","Networks in small manufacturing firms","Nerys Fuller‐Love  (School of Management and Business, University of Wales, Aberystwyth, UK)","The theories of networks have become more popular in recent years when discussing business structures. It can be said that co‐operation is seen as a theory that plays an important role in the survival of many small and medium sized businesses. Co‐operative and networking strategies amongst business in Mid Wales has brought them many benefits and a competitive advantage that they would not be able to afford on their own. These issues were investigated in this research into the practical value of networks in small manufacturing companies. The aim of this study is to look at the provision for small business by analysing their value, by noting the implications, and providing recommendations for the future of networking amongst small and medium sized enterprises. The small manufacturing businesses in this study saw that networking was a very cost‐effective way compared to other strategies to improve their performance. The businesses co‐operate in order to share information and resources and to undertake joint projects. By exchanging information and know‐how, networks can be an important tool for small business entrepreneurs to improve their businesses.","Social networks, Small enterprises, Manufacturing systems, Competitive advantage, Wales","Emerald Group Publishing Limited","Published: 2004, Start page: 159"
"1551278355-1177","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/10/2","Enterprise assistance: responses from the public and private sectors","https://www.emeraldinsight.com/doi/full/10.1108/14626000310473157","Enterprise assistance: responses from the public and private sectors","Claire Massey  (Director of the New Zealand Centre for SME Research at Massey University, Wellington, New Zealand.)","One of the consequences of the rising profile of the SME sector is that many countries have some sort of “enterprise assistance” programme. In some countries there are extensive government‐funded programmes, often delivered by a network of governmental agencies. However, increasingly the distinction between public and private sectors is irrelevant, with the emergence of a new option for clients: agencies that are publicly funded but which deliver their services using a model that has been drawn from the private sector. This has implications for the clients of such services, as well as the service providers themselves. In a number of countries where the “private sector” model is being adopted for the delivery of “public good” services, the agencies involved in designing the policies and delivering the programmes are facing considerable challenges in moving from one model to the other.","Small‐ to medium‐sized enterprises, Private sector, Public sector, Technology transfer, Policy","MCB UP Ltd","Published: 2003, Start page: 128"
"1551277977-1062","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/6/3","Public law status Chambers of Commerce: does Britain need them?","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006686","Public law status Chambers of Commerce: does Britain need them?","Grahamme Fallon  (Nene College of Higher Education, Faculty of Management and Business, Boughton Green Road, Northampton, UK)","There have recently been considerable changes in the British Chamber of Commerce system, leading to the creation of a network of Approved Chambers and Chambers of Commerce, Training and Enterprise (CCTEs). However, the question of whether British Chambers of Commerce should move further towards the dominant Chamber model of mainland Europe, based on public law status, continues to be debated in academic and practitioner circles. This paper assesses the case for and against such a move, in order to contribute to the understanding of the likely impact of recent changes and possible future reforms to the British Chamber system. Various aspects of British, French and German Chambers are discussed, compared and contrasted in order to consider whether a move to public law status on the part of British Chambers would be in Britain’s best interests.","Chambers of Commerce, Governance, Legal matters","MCB UP Ltd","Published: 1999, Start page: 215"
"1551282062-1576","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/18/2","Generalist or specific studies for engineering entrepreneurs?: Comparison of French engineering students' trajectories in two different curricula","https://www.emeraldinsight.com/doi/full/10.1108/14626001111127124","Generalist or specific studies for engineering entrepreneurs?: Comparison of French engineering students' trajectories in two different curricula","Yifan Wang  (School of Economics and Management, Southwest Jiaotong University, Chengdu, China)","The authors wish to thank Noreen O'Shea who helped correct the English language in this article.","Purpose – French engineering students are traditionally reluctant to envisage entrepreneurship. Can a new engineering school aimed at fostering entrepreneurship reverse this trend? The purpose of this paper is to compare the development of engineering students' entrepreneurial intentions and perceived career orientation of the prestigious engineering training schools (Ecole Centrale de Lille) and ITEEM, whose curriculum is dual (engineering+management), new and based on active pedagogies.
Design/methodology/approach – This study is based on qualitative analysis of 12 in‐depth interviews and quantitative longitudinal analysis of data obtained from a questionnaire administered each year to all students from both schools.
Findings – Results show that ITEEM fosters students' entrepreneurial and project management careers, whereas Centrale promotes the traditional technical model of an engineer. Family background of students is close in both schools. Level of entrepreneurial intention at enrolling is higher at ITEEM than Centrale but cannot fully explain why entrepreneurial career orientations decrease at Centrale while they increase at ITEEM. On the other hand, perception of school culture is weak at Centrale and strong at ITEEM and this difference is significantly with regard to the development of students' career orientation. Qualitative interviews indicate that both cultures highlight different elements.
Research limitations/implications – The cultural element can then be proposed as a new factor to take into account when studying the impact of entrepreneurship education. However, this result is based here on a simple measure of school culture perception and qualitative interviews. It should be confirmed by a more detailed quantitative analysis of cultural and organizational characteristics of educational institutions.
Practical implications – Engineering schools can foster entrepreneurial orientations if their educational culture is perceived as new and innovative by students. This can be achieved through a new curriculum based on a wider set of courses (management, entrepreneurship and engineering) and the systematic deployment of active pedagogies such as project work and internships. A new question arises: can such a perception of innovation be maintained over time?
Originality/value – In the theoretical literature, culture is considered to be an essential element that can have an impact on entrepreneurial career aspirations and intentions. But as yet, no empirically based study had been carried out to prove it.","Research paper","Published: 2011, Start page: 194"
"1551290354-1704","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/20/4","Impact of e-business on perceived supply chain risks","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-12-2011-0036","Impact of e-business on perceived supply chain risks","Nigel Caldwell   (School of Management, University of Bath, Bath, UK)","null","Risk, Small to medium sized enterprises, Supply chains, B2B, E-business, Electronic commerce, United Kingdom","Nigel Caldwell, Christine Harland, Philip Powell, Jurong Zheng,  (2013)  ""Impact of e-business on perceived supply chain risks"", Journal of Small Business and Enterprise Development, Vol. 20 Issue: 4, pp.688-715, https://doi.org/10.1108/JSBED-12-2011-0036","Published: 2013, Start page: 688"
"1551278550-1244","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/11/3","Avoiding the fate of the dotbombs: lessons from three surviving dotcom start‐ups","https://www.emeraldinsight.com/doi/full/10.1108/14626000410551582","Avoiding the fate of the dotbombs: lessons from three surviving dotcom start‐ups","David Barnes  (Senior Lecturer in Operations and Strategic Management at School of Management, Royal Holloway University of London, Egham, UK)","This paper reports on research that investigates how three start‐up dotcoms, founded at the height of the Internet boom avoided joining the many dotbombs of the subsequent crash of the Internet economy. The paper describes how the companies made use of Internet‐based information and communication technologies (ICTs) in their business operations. It draws lessons from their experiences that might be applied more generally to other dotcom start‐ups. These centre on the need to use the technology to manage business processes to meet the clearly definable needs of a targeted niche of customers. The desirability of suitable in‐house ICT expertise is stressed.","Small to medium‐sized enterprises, Internet, Electronic commerce, Communication, Technology led strategy","Emerald Group Publishing Limited","Published: 2004, Start page: 280"
"1551298705-1832","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/23/3","Does university play significant role in shaping entrepreneurial intention? A cross-country comparative analysis","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-10-2015-0149","Does university play significant role in shaping entrepreneurial intention? A cross-country comparative analysis","Rohit Trivedi   (School of Business, Economic and Social Science, University of Hamburg, Hamburg, Germany)","null","Entrepreneurial intention, General educational support, Targeted cognitive support, University environment and support","Rohit Trivedi,  (2016)  ""Does university play significant role in shaping entrepreneurial intention? A cross-country comparative analysis"", Journal of Small Business and Enterprise Development, Vol. 23 Issue: 3, pp.790-811, https://doi.org/10.1108/JSBED-10-2015-0149","Published: 2016, Start page: 616"
"1551278555-1246","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/11/3","The provision and accessibility of small business Web sites: a survey of independent UK breweries","https://www.emeraldinsight.com/doi/full/10.1108/14626000410551564","The provision and accessibility of small business Web sites: a survey of independent UK breweries","Jackie Fry  (Research Fellow in the Accounting and Finance Research Unit at the Open University Business School, Milton Keynes, UK)","This paper surveys the population of independent breweries in the UK to ascertain their Web site usage and accessibility via the Internet. It finds independent breweries have tended to lag similarly sized business in other sectors in the provision or abandonment of company Web sites. Most of their Web sites have intuitively easy URLs and are readily accessible via brewery directories, but are less accessible via popular search engines. Most are corporate Web sites rather than marketing or selling tools. The paper concludes with a discussion of business and policy implications for small businesses and the Internet.","Brewing, Internet, Small enterprises, United Kingdom","Emerald Group Publishing Limited","Published: 2004, Start page: 280"
"1551295341-1780","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/22/3","Revisiting control aversion: the role of financiers in connecting entrepreneurs to the marketplace","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-04-2014-0064","Revisiting control aversion: the role of financiers in connecting entrepreneurs to the marketplace","Lars Silver   (Umeå School of Business and Economics, Umå, Sweden)","null","Entrepreneurship, SME, Banking, Service marketing, Market connection, SME lending","Lars Silver, Nicolaus Lundahl, Björn Berggren,  (2015)  ""Revisiting control aversion: the role of financiers in connecting entrepreneurs to the marketplace"", Journal of Small Business and Enterprise Development, Vol. 22 Issue: 3, pp.417-432, https://doi.org/10.1108/JSBED-04-2014-0064","Published: 2015, Start page: 380"
"1551278992-1394","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/14/4","Team‐oriented women entrepreneurs: a way to modern management","https://www.emeraldinsight.com/doi/full/10.1108/14626000710832802","Team‐oriented women entrepreneurs: a way to modern management","Ingmari Cantzler  (School of Business, Economics and Law, Gothenburg University, Gothenburg, Sweden)","null","General management, Team working, Networking, Entrepreneurs, Women, Sweden","Emerald Group Publishing Limited","Published: 2007, Start page: 551"
