web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549440254-818","http://www.milliyet.com.tr/haberler/ibm?PAGE=32","IBM den  inovasyon fabrikası","http://www.milliyet.com.tr/ibm-den--inovasyon-fabrikasi--bilisim-884917/","null","null"
"1549459620-979","http://www.milliyet.com.tr/haberler/ibm?PAGE=23","Efsane hacker ın marifetleri!","http://www.milliyet.com.tr/efsane-hacker-in-marifetleri--bilisim-1291300/","null","null"
"1549457053-957","http://www.milliyet.com.tr/haberler/ibm?PAGE=24","Lenovo’da sıra Türkiye’ye geliyor","http://www.milliyet.com.tr/lenovo-da-sira-turkiye-ye-geliyor-teknoloji-1241734/","null","null"
"1549477339-1227","http://www.milliyet.com.tr/haberler/ibm?PAGE=10","CEO ların korkulu rüyası  Uber Sendromu","http://www.milliyet.com.tr/ceo-larin-korkulu-ruyasi-uber/ekonomi/detay/2203509/default.htm","IBM 2015 C-Seviye Yönetici Raporu, IBM Türk Ülke Lideri Mehmet Dilek tarafından düzenlenen toplantı ile açıklandı. Söz konusu rapor Amerika'dan Avrupa'ya, Afrika'dan Asya'ya kadar 70 ülkeden 5 bin 247 üst düzey yöneticinin katılımı ile hazırlandı. Türkiye'den de 165 yöneticinin katıldığı araştırma, liderlerin geleceğe nasıl baktığını, trendleri nasıl belirlediklerini ve şirketlerini ""yıkım (disruption) çağında"" nasıl konumladıklarını inceliyor.","03.03.2016  -              12:25 | Son Güncelleme:  03.03.2016-12:25"
"1549485233-1306","http://www.milliyet.com.tr/haberler/ibm?PAGE=6","IT UZMANLARI GELECEĞİN TEKNOLOJİSİNİ YAYLADA KONUŞTU","http://www.milliyet.com.tr/it-uzmanlari-gelecegin-teknolojisini-kahramanmaras-yerelhaber-929521/","IHA","17 Ağustos 2015 - 15:55"
"1549447750-882","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","Internet de konuşacak!","http://www.milliyet.com.tr/konusan--font-color-navy-internet---font--geliyor--ekonomi-1025464/","IBM, internetin bilgisayar kullanmadan da erişilebilir hale gelmesini sağlamak için Konuşan Web'i geliştirdi. 
IBM'in, internetin bilgisayar kullanılmadan tüm dünyada erişilebilir ve yaygın hale gelmesini sağlamak amacıyla, Konuşan Web*(Spoken Web) teknolojisini geliştirdiği bildirildi. 

IBM'den açıklamaya göre konuşan Web, cep telefonu üzerinden ses etkileşimi aracılığıyla, insanların bilgiye erişmesini ve işlem yapmasını sağlıyor. Yeni teknoloji, bilgisayar ve metin ara birimleri yerine cep telefonu ve sesin kullanılmasıyla, insanların yaratma, oluşturma ve bilgiyle etkileşme yolunu tamamen değiştirmeye hazırlanıyor. 

Konuşan Web hayata geçtiğinde insanlar, otomobil kullanırken telefonla gitmek istediği yerin tarifini dinleyebilecek. Yakın çevredeki restoranlardan birine rezervasyon yapıp, mekanla ilgili eleştirileri öğrenebilecek. Yemek yaparken en sevdiği yemeğin tarifini bulup, fırın sıcaklığını ya da eksik malzemeleri kontrol edebilecek. En sık kullandığı arkadaşlık sitesini veya web günlüğünü kolayca güncelleyebilecek. İşten eve dönerken, ihtiyaçlarını sesli olarak sayıp, internet üzerinden markete sipariş verebilecek. Tüm bu taleplerinin cevabını web üzerinden sesli olarak alabilecek. 

IBM açıklamasında daha sonra, şu bilgilere yer verildi: 

""Günümüzde, dünya nüfusunun sadece yüzde 17;si internet erişimine sahip bulunuyor. Geriye kalan yüzde 83;ü, fakirlik, okuma yazma bilmeme, bilgisayar kullanmayı bilmeme veya bilgisayar alacak maddi güce sahip olmama gibi nedenlerle internete erişemiyor. Oysa bir telefonun maliyeti bilgisayardan çok daha düşük ve telefonu kullanmak için gerekli olan bilgi birikimi de bir bilgisayara kıyasla çok daha az. “Sesli Site""lerin (VoiceSites) yaygınlaşmasıyla; bir bilgisayara sahip olmayan, internete erişemeyen ya da okuma-yazması olmayan kişiler de web;in sunduğu tüm avantajlardan yararlanabilecek. Web;e sesle erişim yaygınlaştıkça, herkes tarafından kullanılması da kolaylaşacak.""","06.12.2008                    15:33                      | Son Güncelleme:06.12.2008-15:33"
"1549481631-1264","http://www.milliyet.com.tr/haberler/ibm?PAGE=8","IBM, atom tanesinin içine 1 bit veri sakladı","http://www.milliyet.com.tr/ibm-atom-tanesinin-icine-1-bit-teknoloji-2410427/","null","null"
"1549488188-1340","http://www.milliyet.com.tr/haberler/ibm?PAGE=5","Vali Çakacak, Çevre İl Ve İlçelerden Çalışma Ziyaretine Gelen Kaymakamlarla Buluştu","http://www.milliyet.com.tr/vali-cakacak-cevre-il-ve-ilcelerden-mersin-yerelhaber-2061855/","IHA","24 Mayıs 2017 - 10:41"
"1549466758-1135","http://www.milliyet.com.tr/haberler/ibm?PAGE=15","13 yıllık şampiyona havlu attıran ‘Elma’","http://www.milliyet.com.tr/13-yillik-sampiyona-havlu-attiran/ekonomi/detay/1770955/default.htm","ABD’li teknoloji devi 13 yıldan bu yana listenin 1 numaralı markası olan Coca-Cola’yı yakaladığı hızlı çıkış sonrası bu yıl yerinden etmeyi başardı. Apple bir önceki yıl 2. sırada iken, 2011 listesinde 8. sırada yer alıyordu.
Interbrand’in yaptığı en değerli markalar sıralamasında Coca-Cola’yı geçen tek marka Apple değil. Listenin ikinci sırasında yer alan yeni ekonomi şirketi Google da içecek devini geçmeyi başardı.
Marka liginin 2013 sıralamasının en tepesinde bu yıl sürpriz değişiklikler yaşanırken ilk 100 içinde önemli giriş çıkışların olmadığı görüldü. Listede Apple ve Google ile birlikte Facebook da önemli çıkışa imza atmayı başardı.
Apple bir önceki yıla göre yüzde 28’lik büyümeyle 98.3 milyar doları yakalarken, Google yüzde 34’lük çıkışla marka değerini 93.3 milyar dolara çıkardı.

Facebook uçuşa geçti
Coca-Cola’nın yüzde 2’lik yükselişle 79.2 milyar dolarlık marka eğerinde kaldığı sıralamada IBM 78.8 milyar dolar, Microsoft 59.5 milyar dolar, GE 46.9 milyar dolar, McDonald’s 41.9 milyar dolar, Samsung, 39.6 milyar dolar, Intel 37.2 milyar dolar, 10. sıradaki Toyota ise 35.4 milyar dolarlık rakama ulaştı.
İlk 100 listesinde Amazon.com yüzde 27’lik yükselişle 23.6 milyar dolara, Facebook yüzde 43’lük çıkışla 7.7 milyar dolarlık değere ulaşmayı başardı.","01.10.2013  -              02:30 | Son Güncelleme:  01.10.2013-2:30"
"1549463867-1067","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","İyi, kötü ve politikacı","http://www.milliyet.com.tr/yazarlar/mehves-evin/iyi--kotu-ve-politikaci-1508055/","İf Bağımsız Film Festivali’nde, büyük merakla beklediğim bir belgesel gösterildi: “Tahrir 2011: İyi, kötü ve politikacı”. Üç Mısırlı yönetmen, üç bölümde devrimin “taraf”larını aktarıyor.
Tam bir yıl önce Mısır’da, Tahrir Meydanı’nda başlayan devrimin belgeselini seyrederken şuna karar verdim: Bu filmi Türkiye’de herkes izlemeli. Hele siyasetçiler için, 1453’den çok daha öğretici olacağına eminim...
“Tahrir 2011”in ilk bölümü “İyi”, devrimi yapan insanlara odaklanmış. Mesela gönüllü olarak meydandaki “sağlık merkezi”nde çalışan bir doktor hanım, Danimarka’da kazandığı bursu bırakıp ülkesindeki devrimi görüntülemeye çalışan bir fotoğrafçı, Müslüman Kardeşler mensubu bir genç, gün gün devrimin nasıl şekillendiğini, neler yaşadıklarını anlatıyor.
Devrimciler, Tahrir’in en çok haberleştirilen yanı. Mısırlıları sokaklara döken nedenleri kavramak açısından asıl ilginç olan bölümler, “kötü” ve “politikacı”...

Fişlemeler, dinlemeler
Ayten Amin’in belgelediği “Kötü” için hem polis, hem asker, hem İçişleri’ne bağlı “merkezi güvenlik birimi” görevlilerini röportaja ikna etmek, tahmin edeceğiniz gibi çok zor olmuş. Fakat Amin, kimlikleri gizli kalmak suretiyle birkaç görevliyi konuşturmayı başarıyor.
Devrimi bastırmaya çalışanların en çarpıcı savunma cümlesi şu: “Ben görevimi yapıyordum.”
Kalabalıkların üzerine ateş açıp, onlarca sivilin ölümüne sebep olanların ise “anti-terör timi”ne bağlı keskin nişancılar olduğunu söylüyorlar: “Biz gaz kullandık, su sıktık.”
Ancak, bu kadar kalabalık bir güruhla karşılaşınca ne kadar şaşırdıklarını da ifade ediyorlar. İstediği kadar silahlı ve korkutucu olsun, hiçbir gücün halkın iradesine karşı koyamayacağını bir kez daha anlıyorsunuz...
Tek bir ses, tek bir vücut olmak, Arap yarımadasının en güçlü otoriter rejimlerinden birini yerle yeksan etti işte.

Kefenin cebi yoktur!
Peki bu resimde “politikacı”yı, yani Hüsnü Mübarek’i nereye yerleştirmeli? Yönetmen Amr Salama, gazeteci, akademisyen, muhalifler ve halkla görüşerek hazırladığı bu bölümde, bir devlet adamının nasıl diktatöre dönüştüğünü ironik bir dille anlatıyor.
Mübarek başta iyiydi, hoştu... Halk onu seviyordu. Hatta “Kefenin cebi yoktur” cümlesini ilk sarf eden politikacıydı... Ancak, devlet imkanlarını kötüye kullanıp kendine bir servet yarattı. “Görev sürem dolunca gideceğim” diyordu. Fakat, 30 yıl koltuğundan kıpırdamadığı gibi, bir korku imparatorluğu yarattı.
‘Bir devlet adamı nasıl diktatör olur?’ sorusuna cevap ararken, tüm diktatörlerin kendini halkla özdeşleştirdiklerini, halkı “korudukları” saikiyle nasıl hareket ettikleri de anlatılıyor.
Bu bir süreç... Hiçbir şey birdenbire olmuyor!","null"
"1549463986-1090","http://www.milliyet.com.tr/haberler/ibm?PAGE=17","Akıllı şehir projessi için tüm işlemler tamam","http://www.milliyet.com.tr/akilli-sehir-projessi-icin-tum-islemler-tamam-ekonomi-1549890/","Proje ile İstanbul’daki ulaşım hareketlerinin toplu taşımaya yön vermesi, ulaşımın daha ”akıllı” olması ve yaşam kalitesinin artması hedefleniyor. Vodafone Türkiye İcra Kurulu Başkanı Serpil Timuray, mobil iletişim tabanlı akıllı yaşam teknolojilerinde sahip oldukları bilgi birikimini toplumun yaşam kalitesini iyileştirmede kullanmak ve tüketicilerin gündelik yaşamlarını olumlu şekilde etkilemenin öncelikli hedefleri olduğunu belirtti. Timuray, ”Mobil teknolojiler doğru şekilde kullanıldığında klasik faydalarının ötesinde bireylerin yaşam kalitesine somut katkı sağlamaktadır. Özellikle mobil iletişimin günümüzde sağlık, eğitim, finans gibi pek çok farklı alan, gelecekte hayatımızda ve iş yapış süreçlerimizde önemli yer tutacak olan ’akıllı’ sistemlere entegre hale gelmektedir” dedi. Timuray, projenin Vodafone’un faaliyet gösterdiği ülkelerde karbondioksit emisyonunu ve maliyeti azaltmak üzere belirlemiş olduğu eylem planına da katkı sağlayacağını ifade etti.","06.06.2012                    02:30                      | Son Güncelleme:06.06.2012-0:38"
"1549495096-1395","http://www.milliyet.com.tr/haberler/ibm?PAGE=2","Sosyal medya kullananların yarısı güvensiz hissediyor","http://www.milliyet.com.tr/sosyal-medya-kullananlarin-yarisi-gundem-2658664/","Teknoloji, dijital kültür ve iş dünyasını konu alan “Digital Age Summit” etkinliğinin 12.’si 8 Mayıs’ta İstanbul’da düzenlenecek. İlki 2007’de düzenlenen etkinlik; dijital devrim, akıllı şehirler, marka güvenliği, yapay zeka, girişimcilik, dijital pazarlar, sosyal medya gibi alanlarda yaşanan gelişmeleri ilk ağızlardan öğrenme imkanı sağlıyor. Bu yıl “güven” teması çerçevesinde düzenlenen etkinlik öncesinde teknolojiye duyulan güvene ilişkin bir araştırma yapıldı. Araştırmaya katılanların yüzde 49’u sosyal medyada kendini güvende hissetmediğini belirtti. Ankete katılanların yüzde 25’i “Günlük hayatta hangisinden daha çok bilgi alıyorsunuz?” sorusuna, en çok dijital medyadan bilgi aldığı yanıtını verirken; yüzde 22’si internette yaptığı araştırmadan ve sosyal medyada takip ettiği kişilerin paylaşımlarından bilgi aldığını söyledi. Katılımcıların yüzde 51’i, teknolojik gelişmelerin hızı karşısında endişe duyarken; yüzde 22’si hayranlık duyuyor.","30.04.2018                    01:30                      | Son Güncelleme:30.04.2018-0:11"
"1549463939-1080","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Kanser oldum, enerjim yerinde, tedavi olacağım","http://www.milliyet.com.tr/kanser-oldum-enerjim-yerinde-tedavi-olacagim-ekonomi-1529692/","","18.04.2012                    02:30                      | Son Güncelleme:18.04.2012-2:29"
"1549457864-964","http://www.milliyet.com.tr/haberler/ibm?PAGE=24","IBM’in çeyrek yıl karı yüzde 9 arttı","http://www.milliyet.com.tr/ibm-in-ceyrek-yil-kari-yuzde-9-artti-ekonomi-1265896/","Bilgisayar devi IBM’in ikinci çeyrek karı yüzde 9 arttı.
         Şirketten yapılan açıklamada, Nisan-Haziran aylarını kapsayan ikinci çeyrekte şirketin karının, beklentilerin üzerinde, yüzde 9 artarak 3,39 milyar dolar (hisse başına 2,26 dolar) olduğu açıklandı.
         IBM bir önceki yıl ikinci çeyrekte 3,10 milyar dolar (hisse başına 2,34 dolar) kar elde etmişti.
         Söz konusu çeyrekte şirketin gelirleri ise yüzde 2 artarak 23,7 milyar dolara çıktı.
         Ekonomistler, şirketin 24,2 milyar dolar gelir elde etmesini bekliyorlardı.","20.07.2010                    11:42                      | Son Güncelleme:20.07.2010-11:42"
"1549437328-795","http://www.milliyet.com.tr/haberler/ibm?PAGE=33","Oyun dünyasında müthiş kapışma","http://www.milliyet.com.tr/oyun-dunyasinda-muthis-kapisma-oyun-883785/","null","null"
"1549483143-1281","http://www.milliyet.com.tr/haberler/ibm?PAGE=8","FÜ MÜHENDİSLİK FAKÜLTESİ ÖĞRENCİLERİNDEN BÜYÜK BAŞARI","http://www.milliyet.com.tr/fu-muhendislik-fakultesi-ogrencilerinden-elazig-yerelhaber-222112/","IHA","29 Mayıs 2014 - 16:59"
"1549463871-1068","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Dünyanın en değerli 500 markası açıklandı!","http://www.milliyet.com.tr/dunyanin-en-degerli-500-markasi-aciklandi--sektorel-1517320/","null","null"
"1549463507-1007","http://www.milliyet.com.tr/haberler/ibm?PAGE=22","IBM, 100. yılını kutluyor","http://www.milliyet.com.tr/ibm-100-yilini-kutluyor-ekonomi-1353066/","IBM Türk’ün Swissotel’de düzenlediği IBM Çözümler Zirvesi 2011’de IBM’in 100. yılı da kutlandı. IBM, zirvede, endüstrilerin akıllı gelecek planları için etkinliği kanıtlanmış endüstrilerin çözüm ve başarı öykülerini sundu.

Düzenlenen basın toplantısına konuşan IBM Türk Genel Müdürü Charouk, bir kurumun yaşamı boyunca bıraktığı etkiyi değerlendirirken neler yaptığına, varolduğu dünyayı nasıl değiştirdiğine bakmak gerektiğini ifade ederek, IBM’in bütün geçmişinin, kendi içinde bir tutarlılığın ve sürekli değişimin bir etkileşimini simgelediğini, IBM’in başarısının rastlantısal değil, kurulduğundan bu yana geleceğe dönük vizyonu, stratejileri ve bunları gerçeğe dönüştürebilmesinin bir sonucu olduğunu söyledi.

IBM’in 2015 yol haritasında önemli yeri olan ve Türkiye’nin de aralarında bulunduğu büyüyen pazarlar hakkında da bilgi veren Charouk, ""IBM, küresel pazardaki en temel ekonomik potansiyelin büyüyen pazarlarda gerçekleşeceği öngörüsüyle yakın geçmişte Büyüyen Pazarlar Birimi’ni (Growth Markets Unit) kurdu. IBM gelirleri içinde şu anda yüzde 19 civarında payı olan büyüyen pazarların payının 2015’e kadar yüzde 25’e çıkmasını bekliyoruz. Türkiye’nin de bu pazarların içinde yer alması, Türkiye’de bilişim pazarındaki liderliğimizi sürdürmemiz için önemli bir katkı sağlıyor"" şeklinde konuştu.

Charouk, 73 yıldır Türkiye’de hizmet verdiklerini hatırlatarak, ""IBM’in bölgedeki tarihsel varlığının bir simgesi ve faaliyetlerimizi büyüterek devam ettireceğimize dair bir bağlılık göstergesi olarak 100. yıl gündemimizdeki etkinliklerimiz arasında Haziran ayında bir günlük gönüllü kamu hizmeti vermek yer alıyor"" dedi.

-IBM’İN 2015 YOL HARİTASI-","16.02.2011                    14:57                      | Son Güncelleme:16.02.2011-14:58"
"1549464098-1104","http://www.milliyet.com.tr/haberler/ibm?PAGE=17","Ulaştırma Bakanı ndan indirilen uçakla ilgili son açıklama","http://www.milliyet.com.tr/ulastirma-bakani-ndan-indirilen-ucakla-ilgili-son-aciklama-siyaset-1610083/","Yıldırım, “Türkiye ulusal ve uluslararası mevzuattan doğan haklarını kullanarak böyle bir işlem yapmıştır. Hava sahası her zaman barışçıl amaçla kullanılmalı. Aksi halde biz ulusal ve uluslararası mevzuattan doğan haklarımızı kullanırız. İşte bugün de kullandık, gerekirse bundan sonra da kullanırız” dedi.","11.10.2012                    10:02                      | Son Güncelleme:11.10.2012-10:39"
"1549494531-1390","http://www.milliyet.com.tr/haberler/ibm?PAGE=2","Asansörde yapay zeka","http://www.milliyet.com.tr/asansorde-yapay-zeka-ekonomi-2633485/","Asansör ve yürüyen merdivenler bulut platformu üzerinden merkezdeki bilgisayarlara gerçek zamanlı ve anlık rapor veriyor.","24.03.2018                    01:30                      | Son Güncelleme:24.03.2018-0:52"
"1549475320-1209","http://www.milliyet.com.tr/haberler/ibm?PAGE=11","IBM Watson, Yazdıklarınızdan Karakter Analizi Yapıyor","http://www.milliyet.com.tr/ibm-watson-yazdiklarinizdan-teknoloji-2093212/","null","null"
"1549465179-1121","http://www.milliyet.com.tr/haberler/ibm?PAGE=16","Şekerciler Türk mahkemelerinden şikayetçi","http://www.milliyet.com.tr/-sekerciler-turk-mahkemelerinden-sikayetci--ekonomi-1679299/","Global rakiplerinin açtığı tescil davaları ile uğraşan Türk şekercileri, bu davalarda Türkiye’deki mahkemelerin ekseriyetle yabancıların lehinde karar vermesinden şikayetçi. Türk işadamlarının taklitçi görüldüğünü söyleyen Şekerciler, bu önyargının ortadan kaldırılması için hakimlerin Türk sanayisinin geldiği noktayı iyi anlaması gerektiğine dikkat çekiyor.

İstanbul Hububat Bakliyat Yağlı Tohumlar ve Mamulleri İhracatçıları Birliği Başkanı Zekeriya Mete, dünya genelinde 200’ün üzerinde ülkeye ihracat yaparak uluslar arası markaların pazarlarını ele geçirmeye başlayan Türk şekercilerinin önünü global rakiplerinin tescil davaları ile kesmeye çalıştığını belirtti. Bu davalarda Türk mahkemelerinin de ekseriyetle yabancıların lehinde kara aldığını ifade eden Mete, şunları kaydetti:","12.03.2013                    09:59                      | Son Güncelleme:12.03.2013-10:02"
"1549439997-816","http://www.milliyet.com.tr/haberler/ibm?PAGE=32","IBM bilgisayarlarını geri çağırdı","http://www.milliyet.com.tr/ibm-bilgisayarlarini-geri-cagirdi-bilisim-884807/","null","null"
"1549463973-1086","http://www.milliyet.com.tr/haberler/ibm?PAGE=17","‘KENT’İN SİYASİ VE DİNİ GÖRÜŞÜNÜ BİLMEM, İŞE BAKARIM’","http://www.milliyet.com.tr/-kent-in-siyasi-ve-dini-gorusunu-bilmem-ise-bakarim--ekonomi-1537984/","","09.05.2012                    02:30                      | Son Güncelleme:08.05.2012-22:56"
"1549482183-1270","http://www.milliyet.com.tr/haberler/ibm?PAGE=8","Bir Çocuk ve Atomu","http://www.milliyet.com.tr/Milliyet-Tv/nevidyo/video-izle/Bir-Cocuk-ve-Atomu-O2MP66SpGM4F.html","null","null"
"1549462698-1005","http://www.milliyet.com.tr/haberler/ibm?PAGE=22","25 sene önce Steve Jobs...","http://www.milliyet.com.tr/25-sene-once-steve-jobs--bilim-1351024/","null","null"
"1549485779-1314","http://www.milliyet.com.tr/haberler/ibm?PAGE=6","YTÜ, TEKNOLOJİNİN NABZINI TUTACAK","http://www.milliyet.com.tr/ytu-teknolojinin-nabzini-tutacak-istanbul-yerelhaber-1275805/","IHA","20 Mart 2016 - 11:07"
"1549487447-1333","http://www.milliyet.com.tr/haberler/ibm?PAGE=5","Lenovo dan bomba haberler!","http://www.milliyet.com.tr/Milliyet-Tv/video-izle/Lenovo-dan-bomba-haberler--OmQhAQyKTBY0-64bit/","null","null"
"1549464010-1095","http://www.milliyet.com.tr/haberler/ibm?PAGE=17","Asil Nadir Kıbrıs ve Türkiye’de yatırım yapmasa bu hallere düşer miydi?","http://www.milliyet.com.tr/yazarlar/gungor-uras/asil-nadir-kibris-ve-turkiye-de-yatirim-yapmasa-bu-hallere-duser-miydi--1585461/","Asil Nadir’in Kıbrıs ve Türkiye’de yatırımlarını baştan sona izleme şansım oldu. Eğer Kıbrıs ve Türkiye’de yatırım yapmasa ve de özellikle Türkiye’de “iddialı bir şekilde ortalıkta dolaşmasa idi” batmazdı. Bir yanda bizim sermaye çevreleri rekabetten korktular ve piyasadan çekilmesini sağlamak için ellerinden geleni yaptılar. Öte yanda Kıbrıs ve Türkiye’de yapılan yatırımların İngilizlerin hoşuna gitmemesi, Nadir’in ipini çekti.

Asil Nadir, 1974 Kıbrıs savaşından sonra Türk bölgesinde kalan tarım ve sanayi işletmelerini canlandırdı. Narenciye ve patates tesisleri kurdu. Engellemelere rağmen ihracata başladı. Kazandığı para ile 1980‘de Londra borsasında yerlerde sürünen Polly Peck hisselerini topladı. Polly Peck 1980’de Londra Borsası’nın yıldızı oldu. 1985’de dünyanın 11’inci büyük zengini idi.
Turgut Özal’ın daveti ile Türkiye’de yatırım yapmaya karar verdi. 1984 yılında Türkiye’de yatırımlarına başladı. 1990 yılında paravan şirketler aracılığıyla Polly Peck hisselerinin değerini yükselttiği iddiası ile hakkında takibat başladı. Polly Peck hisselerinin değeri hızla düştü. Daha sonra dolandırıcılık ve zimmet suçlaması ile yüksek mahkeme tüm mal varlığını doldurunca tüm işletmeleri çöktü.

Türkiye’de rakiplerini korkutan ve rakiplerinin kuyusunu kazmaları için ellerinden geleni yapmalarına yol açan yatırımları nelerdi...

Türkiye’deki yatırımları
* Asil Nadir Titibank’ı almış, adını, Türkiye İthalat ve İhracat Bankası ""lmpexbank"" olarak değiştirmişti.
* Günaydın gazetesi, Tan, Ekonomik Panorama, Güneş gazetesi, Nokta dergisi Asil Nadir’in yayın grubunu oluşturuyordu.
* Üç adet 727 Boeing tipi uçağı bir adet Airbus tipi uçağı olan  ""Nober Air"" tarifeli uçuş izni almıştı,
* Kuşadası’nda ""Sun-Set"" turistik tatil köyüne sahipti. Yatırımları ""Askon İnşaat"" gerçekleştiriyordu.
* Vestel Elektronik Grubu, Manisa’da renkli TV üretimi ile faaliyete başlamıştı. Üretiminin yüzde 90'ını ihraç eden grupta - Vestel Elektronik - Astelsan Elektronik - Vestel Godstar Elektronik şirketleri vardı. Güney Kore menşeli Lucky Goldstar firmasının ortaklığı ile faaliyete geçen bu sanayi kuruluşu Goldstar markası ile mikro dalga fırınlar, elektrikli ev aletleri üretmekteydi. Nadir Dış Ticaret gruptaki diğer kuruluşlardı.
Vestel Grubu, Türkiye'deki tesislerinde, dünyanın başka ünlü kuruluşları için, onların markası ile örneğin IBM, Toshiba, Philips markalarıyla değişik elektronik cihazlar, TV, radyo-teyp, disk çalar üretip, başka pazarlarda satılmak üzere bu firmalara teslim etmekteydi.
İzmir'deki küçük bir elektronik sanayi kuruluşu olan ""Telcon"" da gruba katılmıştı. Bu küçük şirket elektronik aletler için uzaktan kumanda cihazı üretmekteydi.","null"
"1549492896-1375","http://www.milliyet.com.tr/haberler/ibm?PAGE=3","Yeni icatların teşviki","http://www.milliyet.com.tr/yazarlar/yaman-toruner/yeni-icatlarin-tesviki-2587409/","Mikrodalga gücünün kullanıl-ması ve lazer kullanan ileri iletişim tekniklerinin geliştiricisi Henry Kressel, bir ülkede yeni icat ve buluşların nasıl geliştirileceği konusunda bu ayın American Affairs dergisinde bir makale yayımladı. Kressel, 20. yüzyıl başında Edison Çağı olarak adlandırılan, icatlar bolluğunun nasıl olup da gittikçe azaldığını açıklamaya çalışıyor.","null"
